zip,median_sqft,state
50440,1428,IA
50444,1482,IA
50446,1446.5,IA
50448,1608,IA
50456,1444.5,IA
50457,1476,IA
50459,1551.5,IA
50464,1377,IA
50469,1585,IA
50477,1382.5,IA
50479,1482.5,IA
50482,1563,IA
50501,1260,IA
50510,1709,IA
50530,1421.5,IA
50532,1538,IA
50565,1508.5,IA
50568,1642.5,IA
50576,1833,IA
50585,1624,IA
50588,1742,IA
50609,1574,IA
50613,1234,IA
50621,1352,IA
50622,1127,IA
50624,1347,IA
50626,1236,IA
50634,1270.5,IA
50638,1119,IA
50642,1054,IA
50643,1138.5,IA
50647,1322,IA
50648,1232.5,IA
50651,1132,IA
50666,1092,IA
50667,1308,IA
50668,1155.5,IA
50669,1185.5,IA
50673,1000,IA
50674,1453.5,IA
50676,1048,IA
50677,1186,IA
50680,1168,IA
50701,1111.5,IA
50702,959,IA
50703,828,IA
50707,1001,IA
51002,1840,IA
51004,1648,IA
51016,1418.5,IA
51019,1582,IA
51026,1530.5,IA
51030,2232,IA
51033,1382,IA
51039,2004,IA
51047,1920,IA
51052,1846.5,IA
51054,2715,IA
51055,1850,IA
51056,1940,IA
51103,1391,IA
51104,1882,IA
51105,1287,IA
51106,1579,IA
51301,1533,IA
51331,1532,IA
51333,1301.5,IA
51338,1592,IA
51347,1617,IA
51351,2063.5,IA
51355,2217,IA
51357,1341,IA
51360,1886,IA
51364,1403,IA
51366,1605,IA
51401,1220.5,IA
51430,1333,IA
51436,1756,IA
51440,1544,IA
51443,1534,IA
51455,1448,IA
51463,1423.5,IA
51501,1267,IA
51503,1974.5,IA
51510,1470,IA
51521,1476,IA
51525,1831,IA
51526,1984,IA
51529,1595,IA
51534,2093,IA
51536,1676,IA
51540,2035,IA
51541,1661.5,IA
51542,2580,IA
51545,1510.5,IA
51546,1773,IA
51548,2578,IA
51549,1605.5,IA
51550,1389,IA
51551,1857,IA
51553,2019,IA
51554,960,IA
51555,1660,IA
51556,1440,IA
51557,1718,IA
51559,2001.5,IA
51560,1617,IA
51561,2004,IA
51563,1736.5,IA
51564,1501,IA
51571,2130,IA
51575,2059.5,IA
51576,2351,IA
51577,1440,IA
51579,1872,IA
52001,1606,IA
52002,2237,IA
52003,2229.5,IA
52033,1926.5,IA
52037,1680,IA
52039,3036,IA
52045,1961,IA
52046,1788,IA
52053,1719,IA
52056,1914.5,IA
52065,1855,IA
52068,2563.5,IA
52073,2297.5,IA
52078,1626.5,IA
52201,1686.5,IA
52202,1998,IA
52205,1733,IA
52206,1666,IA
52208,1439,IA
52212,1502,IA
52213,1771,IA
52214,1506,IA
52218,1451,IA
52219,1039.5,IA
52224,1493,IA
52227,2167,IA
52228,2575,IA
52233,1882,IA
52235,1594,IA
52240,1734,IA
52241,2082,IA
52245,2029.5,IA
52246,2406.5,IA
52247,1869,IA
52248,1564,IA
52252,1242.5,IA
52254,1664,IA
52302,2054,IA
52305,2182,IA
52310,1444.5,IA
52314,1992,IA
52317,2086,IA
52320,1531,IA
52321,1155,IA
52322,1734,IA
52323,1387,IA
52324,2142.5,IA
52327,1963,IA
52328,2851,IA
52332,1846,IA
52333,2354,IA
52336,1595.5,IA
52338,2833,IA
52340,2256,IA
52341,1840,IA
52345,2188.5,IA
52349,1337,IA
52351,2500,IA
52352,1499,IA
52353,1629.5,IA
52356,1603.5,IA
52359,1429,IA
52362,1550,IA
52401,1134,IA
52402,1550,IA
52403,1582,IA
52404,1411,IA
52405,1542,IA
52411,3012.5,IA
52499,3600.5,IA
52501,1201.5,IA
52530,1333,IA
52533,1752,IA
52534,1402,IA
52536,1698,IA
52540,1527.5,IA
52553,1441,IA
52554,1595,IA
52556,1399.5,IA
52561,1440,IA
52567,1446.5,IA
52577,1351,IA
52580,1575,IA
52586,1248,IA
52595,1299,IA
52601,1276,IA
52619,1832,IA
52621,1608,IA
52623,1401,IA
52625,1443,IA
52626,1430,IA
52627,1340,IA
52632,1263,IA
52635,1613,IA
52637,1442,IA
52638,1564.5,IA
52639,1376,IA
52646,1551.5,IA
52650,1630,IA
52655,1278,IA
52656,1485,IA
52658,1941,IA
52660,1216,IA
52720,1188,IA
52722,2074.5,IA
52726,1693,IA
52727,1974,IA
52728,1268,IA
52729,1413,IA
52730,1276,IA
52731,1806.5,IA
52732,1295,IA
52742,1479,IA
52745,1420,IA
52746,1689.5,IA
52747,1645,IA
52748,1851,IA
52749,1888,IA
52750,1694,IA
52751,1572,IA
52753,1971.5,IA
52754,2023,IA
52755,1741,IA
52756,1821,IA
52757,1131,IA
52758,1246.5,IA
52759,1419.5,IA
52760,1834.5,IA
52761,1627,IA
52765,1762,IA
52766,1614,IA
52767,1595.5,IA
52768,1521.5,IA
52769,1536,IA
52773,1655,IA
52776,1699.5,IA
52777,1326,IA
52802,1149,IA
52803,1412,IA
52804,1184,IA
52806,1275,IA
52807,2116,IA
52809,1418,IA
53001,1740.5,WI
53002,1984,WI
53003,1752.5,WI
53004,1801,WI
53005,1968,WI
53006,1836,WI
53007,1332,WI
53010,1780,WI
53011,1582.5,WI
53012,2109.5,WI
53013,1668.5,WI
53014,1680.5,WI
53015,1783,WI
53016,1568,WI
53017,2601,WI
53018,2758.5,WI
53019,1938,WI
53020,1971,WI
53021,1841.5,WI
53022,2248,WI
53023,1769,WI
53024,2096,WI
53027,1938,WI
53029,2724,WI
53032,1581,WI
53033,2112,WI
53034,1672,WI
53035,1736,WI
53036,2001,WI
53037,2061,WI
53038,2037.5,WI
53039,1801.5,WI
53040,1920,WI
53042,1583.5,WI
53044,1955,WI
53045,2571,WI
53046,2118.5,WI
53048,1800,WI
53049,1926,WI
53050,1676,WI
53051,1815,WI
53057,2157,WI
53058,2602,WI
53059,1897,WI
53061,1493,WI
53063,1865.5,WI
53065,1924.5,WI
53066,2218.5,WI
53069,1726.5,WI
53070,1696,WI
53072,2729.5,WI
53073,1846,WI
53074,1611.5,WI
53075,1907.5,WI
53076,2388.5,WI
53078,2088,WI
53079,1804,WI
53080,1769,WI
53081,1395.5,WI
53083,1661,WI
53085,1601,WI
53086,2085.5,WI
53088,1404,WI
53089,2263,WI
53090,1740,WI
53091,1705,WI
53092,2575.5,WI
53093,1934,WI
53094,1588,WI
53095,1953.5,WI
53097,2994,WI
53098,1628,WI
53103,2083,WI
53104,2039,WI
53105,1689,WI
53108,1760.5,WI
53110,1377.5,WI
53114,1633.5,WI
53115,1491.5,WI
53118,2306,WI
53119,2093,WI
53120,1765,WI
53121,1764.5,WI
53122,2691,WI
53125,2340.5,WI
53126,2062,WI
53127,1500,WI
53128,1477.5,WI
53129,1663.5,WI
53130,1679,WI
53132,2057,WI
53137,1983,WI
53139,1691.5,WI
53140,1353,WI
53142,1676,WI
53143,1369.5,WI
53144,1509.5,WI
53146,1720,WI
53147,1884,WI
53149,2109.5,WI
53150,2091,WI
53151,1924,WI
53153,2007,WI
53154,1815,WI
53156,1670,WI
53157,1591.5,WI
53158,2185,WI
53167,1455,WI
53168,1568,WI
53170,1638.5,WI
53172,1461,WI
53176,1449.5,WI
53177,1677,WI
53178,1808.5,WI
53179,1528.5,WI
53181,1770.5,WI
53182,1714,WI
53183,2372,WI
53184,1674,WI
53185,1963,WI
53186,1664,WI
53188,1781,WI
53189,2198,WI
53190,1842.5,WI
53191,2066.5,WI
53202,1830,WI
53204,1254,WI
53205,1459,WI
53206,1316.5,WI
53207,1251,WI
53208,1625,WI
53209,1266,WI
53210,1510.5,WI
53211,2058,WI
53212,1368,WI
53213,1652,WI
53214,1261,WI
53215,1363,WI
53216,1302,WI
53217,2087.5,WI
53218,1126,WI
53219,1243,WI
53220,1341.5,WI
53221,1351,WI
53222,1333,WI
53223,1471,WI
53224,1592,WI
53225,1307,WI
53226,1583.5,WI
53227,1337,WI
53228,1615,WI
53233,1924,WI
53235,1279,WI
53402,1565.5,WI
53403,1295.5,WI
53404,1235,WI
53405,1295.5,WI
53406,1930.5,WI
53502,1925,WI
53503,1820,WI
53505,1838,WI
53506,1426,WI
53507,1884,WI
53508,1879,WI
53511,1428,WI
53515,1951,WI
53517,2264,WI
53520,1684,WI
53521,1983.5,WI
53522,1696,WI
53523,2144,WI
53525,1753.5,WI
53526,1525,WI
53527,2238,WI
53528,2204,WI
53529,2105.5,WI
53531,1973.5,WI
53532,2104,WI
53533,1738.5,WI
53534,1631,WI
53536,1899.5,WI
53537,1537,WI
53538,1651,WI
53543,1739,WI
53544,1860,WI
53545,1628.5,WI
53546,1811,WI
53548,1634,WI
53549,1681.5,WI
53550,1709.5,WI
53551,1881,WI
53553,1490,WI
53554,1678,WI
53555,1992,WI
53557,1701,WI
53558,2099,WI
53559,1965.5,WI
53560,1971,WI
53561,1875.5,WI
53562,2659,WI
53563,2009.5,WI
53565,1822,WI
53566,1692.5,WI
53569,1638.5,WI
53570,1751,WI
53572,2088,WI
53574,2019,WI
53575,2249,WI
53576,1711,WI
53577,1875,WI
53578,2089.5,WI
53579,1725,WI
53580,1557.5,WI
53582,1580.5,WI
53583,1790.5,WI
53585,1606,WI
53588,2011,WI
53589,1912,WI
53590,2175.5,WI
53593,2206,WI
53594,1828,WI
53597,2935.5,WI
53598,2395,WI
53703,1463,WI
53704,1491,WI
53705,1825,WI
53707,1542,WI
53711,2044,WI
53713,1678,WI
53714,1438,WI
53715,1281,WI
53716,1607.5,WI
53717,2591,WI
53718,1808.5,WI
53719,2005,WI
53726,1991,WI
53801,1280,WI
53804,1502,WI
53805,1659,WI
53806,1576.5,WI
53807,1709,WI
53808,1804,WI
53809,1651,WI
53810,1444,WI
53811,1902,WI
53812,1876,WI
53813,1637,WI
53816,1687,WI
53817,1250,WI
53818,1761,WI
53820,1656,WI
53825,1600,WI
53827,1542,WI
53901,1637,WI
53911,1773,WI
53913,1715,WI
53916,1572,WI
53919,1767,WI
53922,1922,WI
53923,1602.5,WI
53925,1818.5,WI
53928,1352,WI
53931,1721.5,WI
53932,1949,WI
53933,1504.5,WI
53935,1454,WI
53937,1902,WI
53941,1822,WI
53942,1640,WI
53943,1944.5,WI
53951,1745.5,WI
53954,1934.5,WI
53955,1772,WI
53956,1610,WI
53959,1841,WI
53960,1750,WI
53961,1693.5,WI
53963,1453,WI
53969,1104,WI
54002,1742.5,WI
54003,1988.5,WI
54007,1631,WI
54011,1733,WI
54013,1724.5,WI
54014,1842,WI
54015,1948.5,WI
54016,2280,WI
54017,1888,WI
54021,2046.5,WI
54022,2043,WI
54023,2065,WI
54025,1819,WI
54027,1865.5,WI
54028,1724,WI
54082,2551,WI
54101,1957.5,WI
54102,1128,WI
54104,1066.5,WI
54106,1707.5,WI
54107,1716,WI
54110,1693,WI
54111,1610,WI
54112,1477,WI
54113,1952.5,WI
54114,1292,WI
54115,2157.5,WI
54119,1183,WI
54120,1185,WI
54121,1604,WI
54123,1499,WI
54124,1447,WI
54125,1240,WI
54126,1869,WI
54127,1487,WI
54128,1584,WI
54129,1679,WI
54130,1753,WI
54135,1589,WI
54136,1516,WI
54137,1738,WI
54138,1344,WI
54139,1797,WI
54140,1542.5,WI
54141,1933,WI
54143,1485,WI
54149,1276,WI
54151,1389,WI
54153,1549,WI
54154,1677.5,WI
54155,2539,WI
54156,1196,WI
54157,1585,WI
54159,1510,WI
54160,1413,WI
54161,1405,WI
54162,1909,WI
54165,1702,WI
54166,1525,WI
54169,2375,WI
54170,1828,WI
54171,2185,WI
54173,2488,WI
54174,1373.5,WI
54175,1264,WI
54177,1276,WI
54180,2020,WI
54201,1442,WI
54205,1665,WI
54207,1776,WI
54208,1959.5,WI
54216,1575.5,WI
54217,1950.5,WI
54220,1379,WI
54227,1786,WI
54228,1602,WI
54229,2022,WI
54230,1842.5,WI
54232,1540,WI
54241,1340.5,WI
54245,1729.5,WI
54247,1605,WI
54301,1687.5,WI
54302,1544,WI
54303,1406,WI
54304,1538,WI
54307,2779,WI
54308,1235,WI
54311,2118,WI
54313,2308,WI
54401,1657,WI
54403,1709,WI
54404,2248,WI
54405,1655.5,WI
54406,1967.5,WI
54407,1848.5,WI
54408,1518.5,WI
54410,1857,WI
54411,1905,WI
54412,2061,WI
54414,1634,WI
54416,1691,WI
54417,1476,WI
54421,1660,WI
54423,2158,WI
54426,2014.5,WI
54427,1654,WI
54435,1455.5,WI
54440,1913,WI
54441,2252,WI
54442,1859,WI
54443,2001,WI
54448,2063,WI
54449,1774,WI
54450,1036,WI
54452,1657.5,WI
54454,1517,WI
54455,1985.5,WI
54466,1545,WI
54467,2149,WI
54469,1744,WI
54471,2578,WI
54472,2201,WI
54473,1594,WI
54474,1751,WI
54475,1581,WI
54476,1892,WI
54481,1600.5,WI
54482,2345,WI
54484,1853,WI
54486,1489,WI
54487,1605,WI
54488,1508,WI
54489,1893,WI
54494,1634,WI
54495,1364,WI
54499,1668,WI
54601,1558,WI
54603,1303,WI
54614,1794.5,WI
54623,1719.5,WI
54636,2243.5,WI
54644,1886,WI
54650,1926,WI
54669,2009.5,WI
54701,2022,WI
54703,1685.5,WI
54720,1985,WI
54722,1501,WI
54723,1708,WI
54724,1721,WI
54725,1542,WI
54726,1611,WI
54727,1849.5,WI
54729,1853,WI
54730,1767,WI
54732,1409,WI
54734,1659.5,WI
54737,2030,WI
54738,2545,WI
54739,1931,WI
54740,1722,WI
54741,1556.5,WI
54742,1830,WI
54745,1476,WI
54748,1803,WI
54749,1648,WI
54750,1880.5,WI
54751,1899,WI
54757,1657,WI
54761,1764.5,WI
54763,1568,WI
54767,1728,WI
54768,1575,WI
54772,1728.5,WI
54901,1430,WI
54902,1431.5,WI
54903,1284,WI
54904,2131,WI
54909,1549,WI
54911,1628,WI
54913,2585,WI
54914,1656,WI
54915,1867,WI
54921,1801,WI
54922,1807,WI
54927,1979.5,WI
54928,1804,WI
54931,2024,WI
54932,1877,WI
54934,1853,WI
54935,1469,WI
54937,2050,WI
54940,1844,WI
54942,2195,WI
54944,2169.5,WI
54947,1902,WI
54948,1479,WI
54952,1586,WI
54956,1863,WI
54963,1717.5,WI
54964,1988,WI
54971,1600,WI
54974,1890,WI
54979,1800,WI
54980,1610,WI
54986,1780,WI
55001,2772,MN
55003,2259,MN
55005,2052,MN
55008,1774,MN
55009,1985,MN
55011,2128,MN
55012,1916,MN
55013,2020.5,MN
55014,1923,MN
55016,2034,MN
55017,1663,MN
55018,2047.5,MN
55019,2186.5,MN
55020,2623,MN
55021,1725,MN
55024,2189.5,MN
55025,2183,MN
55026,2207.5,MN
55027,1876,MN
55031,2002.5,MN
55032,1928,MN
55033,1988.5,MN
55038,2495,MN
55040,1672,MN
55041,1912,MN
55042,2951,MN
55043,1785.5,MN
55044,2803.5,MN
55045,1937,MN
55046,2034.5,MN
55047,2417,MN
55049,1933,MN
55052,1796.5,MN
55053,1971,MN
55054,2480,MN
55055,1779.5,MN
55056,1809,MN
55057,2133,MN
55060,1821,MN
55065,2098.5,MN
55066,1773,MN
55068,2238,MN
55069,1654,MN
55070,1851.5,MN
55071,1613,MN
55073,2305,MN
55074,1738.5,MN
55075,1570,MN
55076,1965,MN
55077,3032,MN
55079,2001.5,MN
55080,1899,MN
55082,2494,MN
55084,1869.5,MN
55085,1962,MN
55087,1591,MN
55088,2598,MN
55089,2208,MN
55090,1436,MN
55092,2010,MN
55102,1405,MN
55103,1350.5,MN
55104,1437,MN
55105,1718,MN
55106,1476.5,MN
55107,1418,MN
55108,1610.5,MN
55109,1728,MN
55110,1830,MN
55112,1943,MN
55113,1838,MN
55114,1567.5,MN
55115,2400.5,MN
55116,1723,MN
55117,1545.5,MN
55118,1714,MN
55119,1562,MN
55120,2845.5,MN
55121,2277,MN
55122,2115,MN
55123,2493,MN
55124,2307,MN
55125,2529,MN
55126,2078,MN
55127,2761,MN
55128,1923.5,MN
55129,3076,MN
55130,1480,MN
55301,2099.5,MN
55302,1799,MN
55303,2050,MN
55304,2394.5,MN
55305,2447.5,MN
55306,2455.5,MN
55308,2012.5,MN
55309,1874,MN
55311,3161,MN
55312,1809.5,MN
55313,2018,MN
55315,2538.5,MN
55316,1984,MN
55317,3084,MN
55318,2690.5,MN
55319,1951,MN
55320,1846,MN
55321,1761,MN
55322,2157,MN
55327,2397,MN
55328,2231.5,MN
55330,2295,MN
55331,3155,MN
55336,1725,MN
55337,2262,MN
55339,1816.5,MN
55340,3447,MN
55341,2227,MN
55343,1833,MN
55344,2393,MN
55345,2427.5,MN
55346,2449,MN
55347,3292.5,MN
55349,1700,MN
55350,1868,MN
55352,2349,MN
55353,1723,MN
55354,1953,MN
55356,3359,MN
55357,2923,MN
55358,1659,MN
55359,2825,MN
55360,1906,MN
55362,1916,MN
55363,1822,MN
55364,2379,MN
55367,1568,MN
55368,1858,MN
55369,2065,MN
55370,2022.5,MN
55371,1808,MN
55372,2786.5,MN
55373,2089.5,MN
55374,2590.5,MN
55375,2654,MN
55376,2435,MN
55378,2396,MN
55379,2362,MN
55381,1647,MN
55382,1583.5,MN
55384,1939,MN
55385,1590,MN
55386,3171.5,MN
55387,2388,MN
55388,2047,MN
55390,1695,MN
55391,3096,MN
55395,1796,MN
55397,1812.5,MN
55398,1940.5,MN
55403,3859.5,MN
55404,1766.5,MN
55405,2019.5,MN
55406,1327,MN
55407,1472,MN
55408,1787,MN
55409,1590.5,MN
55410,1932,MN
55411,1575.5,MN
55412,1357,MN
55413,1506,MN
55414,1592.5,MN
55416,1917.5,MN
55417,1508.5,MN
55418,1516,MN
55419,1769,MN
55420,1666.5,MN
55421,1561.5,MN
55422,1697,MN
55423,1648,MN
55424,3004,MN
55425,1706.5,MN
55426,1635,MN
55427,1896,MN
55428,1700,MN
55429,1726,MN
55430,1593.5,MN
55431,1892,MN
55432,1749,MN
55433,1808.5,MN
55434,1794,MN
55435,2736,MN
55436,2931.5,MN
55437,2143,MN
55438,2661,MN
55439,2996.5,MN
55441,2313.5,MN
55442,2572,MN
55443,2436.5,MN
55444,1873,MN
55445,2109.5,MN
55446,3596,MN
55447,2522,MN
55448,1936,MN
55449,2683,MN
55454,1541,MN
55709,1446,MN
55716,1196,MN
55721,2026.5,MN
55722,1573,MN
55742,1529,MN
55744,1703.5,MN
55753,1109,MN
55764,1387,MN
55769,1489.5,MN
55775,1546,MN
55781,1739.5,MN
55784,1421,MN
55786,1296,MN
55793,1300,MN
55901,2045,MN
55902,2758,MN
55904,1638,MN
55906,2261.5,MN
55909,1749,MN
55910,1799.5,MN
55912,1573,MN
55917,1613,MN
55918,1676.5,MN
55919,2003.5,MN
55920,2220,MN
55921,1736,MN
55922,1680,MN
55923,1866.5,MN
55924,1538,MN
55925,1834,MN
55926,1784,MN
55927,1802,MN
55929,2018,MN
55931,1559.5,MN
55932,1996.5,MN
55933,1720,MN
55934,1940,MN
55935,1855,MN
55936,1664,MN
55939,1590,MN
55940,1723,MN
55941,1650.5,MN
55943,1584,MN
55944,1909,MN
55945,1688,MN
55946,1690.5,MN
55947,2100,MN
55949,1809,MN
55951,1560,MN
55952,2022,MN
55953,1541,MN
55954,1728,MN
55955,2604,MN
55956,2018,MN
55957,1436,MN
55959,2174,MN
55960,2814,MN
55961,1611.5,MN
55962,1683.5,MN
55963,2130,MN
55964,1906,MN
55965,1582,MN
55967,2236,MN
55968,1772,MN
55969,1931.5,MN
55970,1669,MN
55971,1825,MN
55972,1877.5,MN
55973,1782.5,MN
55974,1515.5,MN
55975,1720,MN
55976,1875,MN
55977,1171,MN
55979,1615,MN
55981,1763.5,MN
55982,1771.5,MN
55983,1867.5,MN
55985,1596,MN
55987,1640,MN
55990,1706,MN
55991,1927,MN
55992,1964,MN
56007,1489,MN
56009,1728,MN
56011,2016,MN
56016,1569,MN
56017,1786,MN
56019,1714,MN
56026,1686,MN
56028,2052,MN
56029,1790.5,MN
56031,1676.5,MN
56032,1524,MN
56035,1558,MN
56036,1472,MN
56039,1565,MN
56041,1628.5,MN
56042,1504,MN
56043,1636,MN
56045,1500,MN
56046,1744,MN
56050,2210,MN
56052,2065.5,MN
56057,1674,MN
56058,1892.5,MN
56069,1606,MN
56071,2214,MN
56073,1726,MN
56085,1718,MN
56087,1505,MN
56088,1625,MN
56089,1245,MN
56096,1551,MN
56110,1657.5,MN
56115,1460,MN
56117,1916,MN
56119,1672,MN
56121,1485,MN
56127,1490,MN
56129,1748,MN
56132,1551,MN
56153,1232,MN
56155,1546,MN
56157,2080,MN
56160,1673,MN
56162,1315,MN
56165,1740,MN
56168,1751,MN
56169,1463,MN
56171,1625,MN
56175,1702,MN
56176,1477,MN
56181,1608,MN
56185,1785,MN
56187,1835,MN
56201,1836.5,MN
56209,1665.5,MN
56216,1770,MN
56229,1970,MN
56239,1763,MN
56251,1769,MN
56253,1359,MN
56258,1955,MN
56264,1721,MN
56273,1981,MN
56279,1858,MN
56281,1665.5,MN
56282,1684,MN
56288,2200,MN
56289,1933,MN
56301,2032.5,MN
56303,1726.5,MN
56304,1850,MN
56307,1792,MN
56308,1987,MN
56310,1928,MN
56312,1753.5,MN
56313,1271,MN
56315,1936.5,MN
56319,1806,MN
56320,2058,MN
56324,1721,MN
56325,1717,MN
56326,1471,MN
56329,1750,MN
56330,1734,MN
56331,1797,MN
56332,2026.5,MN
56335,1512,MN
56340,1799,MN
56343,1490,MN
56352,1994.5,MN
56353,1689,MN
56354,1700,MN
56355,2097,MN
56356,1812.5,MN
56357,1848,MN
56359,1441,MN
56361,1640,MN
56362,1917,MN
56363,1203,MN
56367,1835.5,MN
56368,1713,MN
56369,1272,MN
56371,1479,MN
56374,1899,MN
56375,1772,MN
56376,1563,MN
56377,2083.5,MN
56378,1834,MN
56379,1914.5,MN
56386,1460.5,MN
56387,1668.5,MN
56388,1646.5,MN
56401,1733,MN
56425,2120,MN
56435,1453,MN
56441,1391,MN
56442,1887,MN
56444,1832,MN
56447,1454,MN
56448,1672,MN
56449,1854.5,MN
56450,1456.5,MN
56452,1391.5,MN
56453,1647.5,MN
56455,1411,MN
56456,1039,MN
56465,1668,MN
56466,1614,MN
56468,2152,MN
56472,1973.5,MN
56473,1749,MN
56474,1515,MN
56484,1883,MN
56515,1661.5,MN
56518,1950,MN
56520,2052,MN
56522,1659,MN
56524,1464.5,MN
56527,1669,MN
56528,1692.5,MN
56533,1618.5,MN
56534,1913,MN
56537,1728,MN
56543,1697,MN
56551,1444,MN
56565,1502,MN
56567,1593,MN
56571,1566,MN
56572,1714,MN
56573,1886.5,MN
56576,1506.5,MN
56579,1646,MN
56586,1681,MN
56587,1459.5,MN
56588,1585.5,MN
56594,1521,MN
56601,1917,MN
56626,1124,MN
56628,1409,MN
56630,1562.5,MN
56633,1424,MN
56636,1389,MN
56637,1489.5,MN
56641,1661,MN
56647,1471.5,MN
56650,1420,MN
56655,1460,MN
56657,1428,MN
56659,1719,MN
56662,1363,MN
56663,1800,MN
56667,1813.5,MN
56672,1414.5,MN
56678,1750,MN
56680,1598.5,MN
56681,1249,MN
56683,1528,MN
56685,1126,MN
56688,1389,MN
56727,1179.5,MN
57003,1689,SD
57004,1594,SD
57005,2037,SD
57006,2122,SD
57012,1924,SD
57013,1703.5,SD
57014,1500,SD
57015,1920,SD
57018,1653,SD
57020,1868.5,SD
57021,1350,SD
57022,1862,SD
57027,1421,SD
57030,1885,SD
57031,1529.5,SD
57032,1777,SD
57033,1977.5,SD
57034,1643,SD
57035,1601,SD
57036,1677,SD
57037,1783,SD
57039,1732.5,SD
57040,1655,SD
57041,1881,SD
57043,1665,SD
57046,1375,SD
57047,1367,SD
57048,1692,SD
57053,1904,SD
57055,2186,SD
57056,1972,0
57058,1750.5,SD
57064,2027.5,SD
57067,1575,SD
57068,1640,SD
57069,1332.5,SD
57070,1491,SD
57072,2369,SD
57077,1626,SD
57078,1774,SD
57103,1638,SD
57104,1315.5,SD
57105,1654,SD
57106,1808,SD
57107,1678.5,SD
57108,2486.5,SD
57110,2067,SD
57201,2172,SD
57221,1840,SD
57223,2001,SD
57235,2494.5,SD
57241,1790,SD
57242,1625,SD
57243,2411.5,SD
57248,2075,SD
57263,1969,SD
57272,1260,SD
57301,1486,SD
57311,1505,SD
57312,2036,SD
57319,1648,SD
57324,2239,SD
57332,1466.5,SD
57334,1483,SD
57340,904,SD
57350,2099.5,SD
57363,1441,SD
57374,1430,SD
57382,1511,SD
57384,1823,SD
57401,2050.5,SD
57427,2921,SD
57433,2192,SD
57441,2280,SD
57445,2496,SD
57446,2467.5,SD
57451,2498,SD
57460,1532,SD
57471,2302,SD
57474,2107.5,SD
57479,2167.5,SD
57481,2676,SD
57501,1382,SD
57522,1335,SD
57532,1503,SD
57701,1537,SD
57702,2055,SD
57703,1769,SD
57718,1928,SD
57719,1871.5,SD
57732,1869,SD
57745,1910.5,SD
57751,1919.5,SD
57754,1793.5,SD
57759,1913,SD
57761,1841.5,SD
57769,2075,SD
57779,1450,SD
57783,2414.5,SD
57785,1900,SD
57790,1576,SD
57793,2068.5,SD
59001,1862,MT
59006,1906,MT
59008,1788,MT
59014,1756,MT
59015,1907.5,MT
59019,2219,MT
59024,1476,MT
59026,1979,MT
59028,1981,MT
59029,1927,MT
59037,2526,MT
59041,2198.5,MT
59044,1904.5,MT
59057,2714,MT
59061,1956,MT
59063,2357,MT
59068,1775,MT
59070,1838,MT
59071,2596,MT
59079,2311.5,MT
59088,1907,MT
59101,1736.5,MT
59102,2164,MT
59105,2218,MT
59106,2799,MT
59401,1851.5,MT
59404,2240,MT
59405,1878,MT
59410,1298,MT
59412,2013,MT
59414,1725,MT
59421,1565,MT
59443,1886,MT
59463,1377.5,MT
59465,1085.5,MT
59472,2352.5,MT
59477,1876,MT
59480,1898,MT
59483,2018,MT
59485,2275,MT
59487,1985,MT
59601,1943,MT
59602,2145,MT
59631,1496,MT
59632,1932,MT
59633,2700,MT
59634,2868,MT
59638,2705.5,MT
59639,1274,MT
59640,2013,MT
59648,1274.5,MT
59701,1714,MT
59714,1779,MT
59715,2536.5,MT
59718,2170,MT
59727,2213,MT
59730,2853.5,MT
59741,2343,MT
59750,3208,MT
59752,1845,MT
59758,2197,MT
59759,2149,MT
59801,1631.5,MT
59802,1763,MT
59803,2613.5,MT
59804,2137.5,MT
59808,1866.5,MT
59821,2090,MT
59823,2006,MT
59826,1901,MT
59834,2483,MT
59846,2340,MT
59847,1993,MT
59851,1161,MT
59868,1717,MT
59901,1928,MT
59912,1926,MT
59913,1820.5,MT
59916,1422,MT
59919,1671,MT
59920,2277,MT
59922,2486,MT
59925,1949,MT
59926,1981.5,MT
59928,1601,MT
59932,2192,MT
59936,1584.5,MT
59937,2158,MT
60002,2030,IL
60004,1815.5,IL
60005,1774.5,IL
60007,1620,IL
60008,1403,IL
60010,3094,IL
60012,2603,IL
60013,2129,IL
60014,1975.5,IL
60015,2588,IL
60016,1502.5,IL
60017,1800,IL
60018,1393,IL
60020,1807.5,IL
60021,1935.5,IL
60022,3156,IL
60025,2044,IL
60026,2797,IL
60029,2841.5,IL
60030,1902.5,IL
60031,2190.5,IL
60033,1619,IL
60034,1763,IL
60035,2605,IL
60040,2012,IL
60041,1603.5,IL
60042,1565,IL
60043,3414,IL
60044,2289,IL
60045,3286,IL
60046,2016,IL
60047,2786,IL
60048,2494,IL
60050,1666,IL
60051,1678,IL
60053,1489,IL
60056,1620,IL
60060,1894,IL
60061,2399.5,IL
60062,2490.5,IL
60064,1284.5,IL
60067,2371,IL
60068,1880,IL
60069,2782,IL
60070,2005.5,IL
60071,2152,IL
60072,2708,IL
60073,1741.5,IL
60074,1678,IL
60076,1535,IL
60077,1500,IL
60078,1723,IL
60081,2315.5,IL
60083,2389,IL
60084,2145.5,IL
60085,1285,IL
60087,1287.5,IL
60089,2008,IL
60090,1406.5,IL
60091,2438,IL
60093,3268.5,IL
60095,2350,IL
60096,1617,IL
60097,1415,IL
60098,1951.5,IL
60099,1462.5,IL
60101,1641,IL
60102,2277.5,IL
